trait	alpha	aic	logLik	GBDT40	Dstats
K04751	3.75320424642503	3702.6264330166	-1849.3132165083	No	0.989
K03499	6.19504703474936	3615.70502714494	-1805.85251357247	No	0.878
K03498	7.28001025253389	4263.55177643666	-2129.77588821833	No	0.843
K16899	1.79837083848731	2109.75159953449	-1052.87579976724	No	1.0
K01808	4.57323824495009	4229.73792786213	-2112.86896393107	No	0.99
K06897	8.40726496990067	4072.42883034371	-2034.21441517186	No	0.0
K08217	12.8513482310172	5436.31888385983	-2716.15944192992	No	0.0
K03501	2.62762795682647	1533.6021637459	-764.801081872948	No	0.0
K01924	1.47206883342368	1773.90565334202	-884.95282667101	No	0.12
K06412	1.39768538163465	888.978894667496	-442.489447333748	No	1.0
K01657	3.92977679825192	3913.56325933182	-1954.78162966591	No	0.779
K01658	4.34419121728321	3786.49084616838	-1891.24542308419	No	0.703
K00766	4.69089257630499	3169.0928145598	-1582.5464072799	No	0.691
K01609	5.59607665659835	5032.22004491639	-2514.1100224582	No	0.722
K01817	5.42261514061707	2761.80441832014	-1378.90220916007	No	0.666
K01696	5.21274058291107	3808.26677453758	-1902.13338726879	No	0.193
K01695	5.21240351702854	3039.91407955473	-1517.95703977737	No	0.665
K01579	5.15257499178934	4810.42490585386	-2403.21245292693	No	0.897
K01918	3.5090957334074	3384.8202734676	-1690.4101367338	No	0.885
K00606	3.81174444258452	3614.56486592903	-1805.28243296452	No	0.839
K01937	7.47068237522127	1798.22695257231	-897.113476286155	No	0.065
K20534	12.763447204039	7990.39516746333	-3993.19758373166	No	0.0
K02086	1.26807878591671	1398.30698280385	-697.153491401923	No	1.0
K02313	5.5339717530076	972.799488341606	-484.399744170803	No	0.003
K02914	14.1130666061415	6679.69256565875	-3337.84628282938	No	0.0
K03536	18.6813966208218	4606.55524654861	-2301.2776232743	No	0.0
K08998	20.5382155218039	7938.60055355468	-3967.30027677734	No	0.0
K03217	0.615482115460858	783.670899755048	-389.835449877524	No	0.712
K06346	0.709814291583097	1014.97393010602	-505.486965053012	No	1.0
K00821	3.34120528164056	3617.57004319259	-1806.7850215963	No	0.983
K00611	2.29182991842193	2950.16968497433	-1473.08484248716	No	0.968
K01893	1.46457551931647	1761.51582860423	-878.757914302114	No	1.0
K02926	3.18186788185243	1061.2175493341	-528.608774667051	No	0.041
K02892	1.74876566015838	948.538999911161	-472.269499955581	No	0.666
K02965	1.27291023040372	1119.83144542724	-557.915722713618	No	0.328
K02982	5.13905758650932	1247.71021287872	-621.85510643936	No	0.0
K02878	1.46049562488772	954.5355790828	-475.2677895414	No	0.402
K02904	5.65946961633281	2131.44062199947	-1063.72031099973	No	0.91
K02954	9.68087967073263	2371.81012894292	-1183.90506447146	No	0.001
K02881	28.8225105188621	1314.6070678676	-655.303533933801	No	0.001
K02907	1.20922584250696	1776.69209274495	-886.346046372473	No	0.94
K03076	1.41087291250164	921.912453861746	-458.956226930873	No	0.143
K00939	3.19961341837794	2109.27942135108	-1052.63971067554	No	0.389
K01265	4.85728971209996	810.448571387816	-403.224285693908	No	0.001
K02518	17.7602899455001	907.06937439318	-451.53468719659	No	0.0
K02919	11.7266893327201	6538.39963327822	-3267.19981663911	No	0.0
K02948	7.43904895257661	1759.13626272764	-877.56813136382	No	0.078
K05946	8.76862729175819	6429.72671925143	-3212.86335962571	No	0.002
K03152	3.38798487202626	2647.73421901295	-1321.86710950647	No	0.996
K01934	3.12807644360888	1899.99394797747	-947.996973988737	No	0.61
K07082	0.673899556450536	1226.19016717093	-611.095083585463	No	0.964
K00588	4.38358812923472	4548.51638742032	-2272.25819371016	No	0.98
K05837	2.08969847497482	2799.18937611576	-1397.59468805788	No	1.0
K18682	0.584959731399394	907.734219393722	-451.867109696861	No	1.0
K03075	7.57318423751186	1782.44893572874	-889.224467864371	No	0.048
K02469	3.29967563710125	1955.19728360488	-975.59864180244	No	0.0
K13292	0.68937571561706	1074.90102080612	-535.450510403062	No	0.611
K00963	2.08747976981143	2366.44902599116	-1181.22451299558	No	0.997
K14058	1.65675412489489	1806.83815093029	-901.419075465143	No	1.0
K01950	6.47766168681955	4601.7857035679	-2298.89285178395	No	0.882
K18707	1.30210212832258	1610.08281579343	-803.041407896716	Yes	1.0
K11991	0.933368433099996	1842.72502508288	-919.362512541442	No	0.881
K01006	3.80703336990644	4056.33676204353	-2026.16838102176	No	0.995
K07590	1.79167129724639	650.462800654054	-323.231400327027	No	1.0
K02355	2.11995752441668	840.441970668464	-418.220985334232	No	0.159
K02358	68.6258060959366	5724.98425513272	-2860.49212756636	No	0.0
K01159	1.47085999359086	1823.4049064567	-909.702453228351	No	0.999
K01649	4.0501600133519	3184.35066851612	-1590.17533425806	No	0.812
K15270	4.87812527390079	4112.06130310916	-2054.03065155458	No	0.987
K00196	11.8929050896999	1473.83815506251	-734.919077531257	No	0.213
K11105	9.8688543508978	5006.87248805424	-2501.43624402712	No	0.446
K00845	3.5465192839218	3861.91697631971	-1928.95848815985	No	0.997
K03531	2.8815441697504	1582.45460731432	-789.227303657158	No	0.0
K12410	10.1758203932197	6684.70768182025	-3340.35384091012	No	0.0
K03466	2.14006163211778	1011.42992908678	-503.714964543389	No	0.63
K07079	5.39760785501022	1801.46004737025	-898.730023685125	No	0.911
K08978	14.86143019184	5251.98307267816	-2623.99153633908	No	0.0
K03629	0.603121247057718	1191.23136642584	-593.615683212921	No	1.0
K02470	1.57953668431873	2308.90996717867	-1152.45498358933	No	0.001
K01956	3.30901247286122	3137.84677631411	-1566.92338815706	No	0.165
K03737	2.9225042221354	3191.01096210512	-1593.50548105256	Yes	0.986
K03708	0.891303184436867	558.144371957138	-277.072185978569	No	1.0
K03696	3.68537610875055	4114.96579374185	-2055.48289687093	No	0.993
K03218	1.43414776792456	1734.28046006338	-865.140230031688	No	0.817
K09769	1.45635635904585	1361.74361478028	-678.871807390142	No	1.0
K05810	1.39293542828658	1854.28889739914	-925.144448699569	No	1.0
K07056	0.741530227322322	1189.16648386551	-592.583241932753	No	0.063
K10907	3.48555236219605	1303.876719153	-649.938359576499	No	1.0
K01874	1.31934046277832	1239.669482811	-617.834741405499	No	0.093
K01885	1.2030641472188	1303.15942786172	-649.579713930858	No	0.115
K06374	2.81021991786135	2158.16356775178	-1077.08178387589	No	1.0
K06373	3.00908785619991	2158.39515489597	-1077.19757744798	No	1.0
K03925	1.10415716929161	1953.09847843811	-974.549239219054	No	0.99
K03438	5.42059032541211	911.027918076672	-453.513959038336	No	0.0
K03587	2.67573002234522	2760.2727185026	-1378.1363592513	No	0.914
K08384	1.46157862763619	640.515134777839	-318.25756738892	No	1.0
K01928	0.695045238363336	1445.90534208907	-720.952671044537	No	0.195
K01929	1.25315826417249	2203.84394585641	-1099.9219729282	No	0.257
K01000	0.996598496637252	1048.68425008732	-522.342125043659	No	0.686
K03588	2.5749303735039	3061.51330765342	-1528.75665382671	No	1.0
K02563	1.55566012557414	1727.62135553383	-861.810677766914	No	0.022
K00790	1.028782162513	977.808985054345	-486.904492527173	No	0.587
K03589	0.771459778105431	1330.75119107935	-663.375595539675	No	0.916
K03429	5.75529506573256	2021.61266029607	-1008.80633014804	No	0.951
K16898	2.34111443649658	2720.67379560629	-1358.33689780314	No	1.0
K01493	2.69237865912843	3327.64124337561	-1661.82062168781	No	1.0
K06925	4.07338213407674	1285.3678721251	-640.68393606255	No	0.031
K14742	3.52841026332638	2484.88376872506	-1240.44188436253	No	0.513
K00806	3.47407972020295	2959.45607461008	-1477.72803730504	No	0.214
K00981	4.52750377375466	830.972907575836	-413.486453787918	No	0.016
K00099	1.24639661986045	1911.3424828086	-953.671241404298	No	1.0
K11749	1.12346639999129	1175.60498593512	-585.802492967558	No	0.698
K03979	4.93756898595041	1087.13929010693	-541.569645053466	No	0.0
K09787	0.32130628877462	349.480521172678	-172.740260586339	No	1.0
K03106	1.90640318660258	1265.11838441965	-630.559192209824	No	0.0
K06960	0.690061418367387	1020.3265630354	-508.163281517701	No	1.0
K07443	5.60999388255996	3950.95218855998	-1973.47609427999	No	0.97
K02860	0.580748236202543	868.081564260002	-432.040782130001	No	0.83
K00554	6.16074577563337	1028.71229843707	-512.356149218536	No	0.0
K00969	2.17750901966554	1470.84138649929	-733.420693249644	No	0.945
K09710	0.47183548774869	1021.43844767941	-508.719223839703	No	0.892
K01869	0.883231059640482	1171.66686442521	-583.833432212607	No	0.279
K02343	65.4338732192865	3396.38848871867	-1696.19424435933	No	0.0
K09747	1.11137438537995	1247.82812908782	-621.91406454391	No	1.0
K03151	1.29521250156562	1605.18271948888	-800.591359744442	No	1.0
K03742	1.84330308635869	2057.6600014532	-1026.8300007266	No	1.0
K03743	5.17292226449861	4640.12349162632	-2318.06174581316	No	0.926
K06972	2.17067195564472	1421.22011165402	-708.610055827008	No	0.993
K07447	2.35336149444347	1138.46205444989	-567.231027224945	No	0.852
K02005	7.73076078010867	6327.75488603513	-3161.87744301757	No	0.212
K02909	6.86842725414225	1082.64317050289	-539.321585251443	No	0.0
K01625	9.94116326910054	7079.00911239293	-3537.50455619647	No	0.002
K01880	0.942325057469931	1349.41654403741	-672.708272018705	No	1.0
K01585	4.24365171150084	4309.73416146077	-2152.86708073039	No	0.999
K09761	1.90239435336901	1567.95463849759	-781.977319248796	No	0.444
K06518	9.05576683029384	3998.46535822277	-1997.23267911138	No	0.824
K03823	9.85115178753296	7005.22978376236	-3500.61489188118	No	0.0
K03043	28.2585478987552	1381.16873512299	-688.584367561495	No	0.0
K03046	0.898604434848917	1476.88290380412	-736.441451902059	No	0.029
K03892	11.6140302548834	8053.45475015108	-4024.72737507554	No	0.0
K07089	11.7910232198233	7933.88416788608	-3964.94208394304	No	0.0
K07706	9.02810484233417	2303.31905896271	-1149.65952948135	No	0.799
K15342	28.7199388186102	10428.2527093708	-5212.12635468538	No	0.0
K07012	24.910331160402	9464.65439622723	-4730.32719811361	No	0.0
K20459	22.2464974479682	2442.0101174004	-1219.0050587002	No	0.003
K20460	21.1877537283273	2101.23550505473	-1048.61775252736	No	0.011
K20461	20.5371691887968	2719.19471796087	-1357.59735898043	No	0.001
K01738	5.53979175296696	4350.53993216629	-2173.26996608314	No	0.774
K06147	7.0702131506377	3947.80452598561	-1971.9022629928	No	0.166
K03705	0.733386112781264	1223.3743585831	-609.687179291549	No	1.0
K03687	3.50529686042754	716.586100766407	-356.293050383203	No	0.002
K04043	1.12408434798706	1805.95729041574	-900.978645207869	No	0.0
K03686	6.3498834316293	2544.27615028029	-1270.13807514015	No	0.158
K02687	0.618378163252856	1124.10098679663	-560.050493398317	No	1.0
K01126	7.11194321372552	4896.93086310455	-2446.46543155228	No	0.019
K00027	4.47216400608841	4007.73411338891	-2001.86705669445	No	0.987
K03525	1.05096412453347	1703.94299631425	-849.971498157125	No	1.0
K01835	6.937249470194	5862.32843063385	-2929.16421531693	No	0.42
K03824	11.7871842396311	7079.72286814145	-3537.86143407073	No	0.0
K06213	4.59438454495149	3183.56293623682	-1589.78146811841	No	0.963
K00937	4.40784562545551	3757.08873302592	-1876.54436651296	No	0.886
K01938	4.92279243143237	4624.07846666975	-2310.03923333487	No	0.935
K01687	4.87022595766177	3782.88616224229	-1889.44308112114	No	0.411
K01081	9.02001528986591	6242.95664389904	-3119.47832194952	No	0.079
K01524	4.5877889190176	3226.74348862407	-1611.37174431204	No	0.882
K03654	4.50411836988551	4286.11201669263	-2141.05600834631	No	0.873
K03734	10.1083678743319	6644.99591787403	-3320.49795893701	No	0.015
K05364	1.28529071594	834.880882676265	-415.440441338132	No	1.0
K00919	1.54758782274484	2487.70998616154	-1241.85499308077	No	0.952
K06207	3.48219595786035	1583.58811073389	-789.794055366947	No	0.556
K01626	1.49541776790429	1867.26645342653	-931.633226713264	No	1.0
K00688	6.45548746622279	5294.75524633193	-2645.37762316597	No	0.632
K03436	8.69535809396939	3715.42069552154	-1855.71034776077	No	0.823
K00882	8.79051455224479	5101.00935043451	-2548.50467521726	No	0.526
K02768	8.37602111124191	3304.58308977843	-1650.29154488922	No	0.948
K02769	8.79434610786414	5016.40701873127	-2506.20350936564	No	0.638
K02770	7.70231431249569	4875.96891425849	-2435.98445712925	No	0.798
K08483	5.60360819234036	5227.98779153581	-2611.9938957679	No	0.843
K01890	3.06430845119047	1354.05699528161	-675.028497640806	No	0.001
K01889	2.63341914207945	881.866676897719	-438.933338448859	No	0.0
K07301	8.35263399462099	6365.70682741655	-3180.85341370827	No	0.118
K03100	0.509241718907713	846.278727001231	-421.139363500615	No	0.641
K07814	5.34736865068586	4838.71668200778	-2417.35834100389	No	0.862
K07098	5.48266603481295	4687.47349101657	-2341.73674550828	No	0.891
K01611	6.77158120565646	5210.85002232903	-2603.42501116452	No	0.591
K00797	7.4863474263726	5721.63268298734	-2858.81634149367	No	0.363
K01480	8.21973272194341	6101.78543229315	-3048.89271614657	No	0.145
K00290	5.33971266443309	2877.03759017306	-1436.51879508653	No	0.932
K18197	22.8071779968765	2968.09932241841	-1482.04966120921	No	0.005
K13747	6.93603698178226	3407.9715190506	-1701.9857595253	No	0.912
K07040	1.39888346681482	1602.48655214626	-799.24327607313	No	0.956
K02911	10.6597983212196	2151.79840717166	-1073.89920358583	No	0.0
K03977	2.64148215041871	1094.11876460566	-545.059382302829	No	0.001
K08591	1.61482927317148	1919.49503280992	-957.74751640496	No	1.0
K00057	2.90417951184551	1957.8372197881	-976.918609894052	No	0.129
K01686	13.9271400631851	6265.12527168971	-3130.56263584486	No	0.001
K22293	10.1103030263287	5322.31639602632	-2659.15819801316	No	0.05
K01940	4.95149854715	3004.43631822796	-1500.21815911398	No	0.409
K01755	5.20066442144519	3054.37146737135	-1525.18573368567	No	0.352
K00616	3.75110705163099	3215.70580478077	-1605.85290239039	No	0.854
K06153	2.12786653960568	1606.14498868404	-801.072494342021	No	0.943
K07813	7.77894134426644	1541.82871725646	-768.914358628232	No	0.924
K07800	9.5538420695713	1271.45177443405	-633.725887217024	No	0.649
K01179	12.9351680150439	4907.14770651647	-2451.57385325824	No	0.002
K01520	3.67306182629271	2678.17871442367	-1337.08935721184	No	0.973
K21636	4.09090930817646	4516.59262243604	-2256.29631121802	Yes	0.977
K12952	7.96875749267729	2407.19107791466	-1201.59553895733	No	0.98
K04565	11.3325435950917	5520.02162394752	-2758.01081197376	No	0.282
K06915	10.6542173938537	7707.35817952777	-3851.67908976389	No	0.0
K06402	4.40248448213514	3437.83269035714	-1716.91634517857	No	0.981
K09125	5.01265634852858	4606.0451950233	-2301.02259751165	No	0.964
K03980	2.32236111658531	2701.25509614608	-1348.62754807304	No	1.0
K18814	6.01186999647466	2349.58920744367	-1172.79460372183	No	0.45
K07240	8.50000923640952	6746.5281211418	-3371.2640605709	No	0.033
K01652	5.18157251854623	3366.4110062102	-1681.2055031051	No	0.299
K01653	3.58719508488539	2951.75476136996	-1473.87738068498	No	0.932
K00053	4.41064470278476	3237.10605466386	-1616.55302733193	No	0.678
K01703	4.53840256013818	3478.2220884414	-1737.1110442207	No	0.615
K01704	4.31826843859388	3063.04575811479	-1529.5228790574	No	0.787
K00052	5.35965697296379	4250.6773251822	-2123.3386625911	No	0.538
K01567	3.11486034758688	721.561835494688	-358.780917747344	No	0.998
K06188	19.6386928689186	6492.30235040698	-3244.15117520349	No	0.0
K01776	3.91552610367097	2409.70438083789	-1202.85219041895	No	0.835
K01921	0.487383583106555	671.707384978158	-333.853692489079	No	0.82
K03150	5.46847769592639	3325.19743224259	-1660.59871612129	No	0.976
K03565	1.22848732280904	1682.9543024997	-839.477151249852	No	0.999
K14441	1.91290563929945	2670.5862454451	-1333.29312272255	No	1.0
K00995	1.20798343736945	1813.03242489414	-904.516212447068	No	1.0
K03621	0.675590775297532	1151.32784968815	-573.663924844075	No	1.0
K00648	3.1093803288509	2322.468263469	-1159.2341317345	No	0.96
K00459	8.23750562667686	5819.0578399833	-2907.52891999165	No	0.065
K02371	3.50338096409783	2632.15890409868	-1314.07945204934	No	0.999
K00645	5.22033948353896	3166.14879813446	-1581.07439906723	No	0.463
K02078	1.2753585297678	622.32112719191	-309.160563595955	No	0.954
K09458	2.42138661484146	2546.51964827015	-1271.25982413508	No	0.961
K03830	21.5957241880321	5657.28386735964	-2826.64193367982	No	0.0
K03685	2.81431223652008	1470.44909758423	-733.224548792116	No	0.05
K07738	0.842649537247557	1283.61354238014	-639.806771190071	No	1.0
K09748	0.56615475499613	1022.33958348371	-509.169791741854	No	0.992
K07742	2.98893223024638	3555.22258798665	-1775.61129399333	No	1.0
K02834	3.22735501869581	841.805849781413	-418.902924890707	No	0.03
K06881	0.96485000809348	1374.96827909962	-685.484139549808	No	1.0
K03177	4.34321683609783	1700.98035116681	-848.490175583405	No	0.0
K11753	2.37518722710792	1185.70249931381	-590.851249656904	No	0.292
K03324	6.56698906100249	5389.79223336832	-2692.89611668416	No	0.667
K03699	3.26565152219556	2378.98729553012	-1187.49364776506	No	0.494
K01571	6.04793768152897	1024.45656468533	-510.228282342664	No	0.992
K20509	4.07740334545729	2864.63078564348	-1430.31539282174	No	0.986
K23351	4.93766381441764	2081.54347828874	-1038.77173914437	No	0.911
K23352	4.66477633705943	1680.00645712279	-838.003228561393	No	0.776
K01604	6.93618626542969	1030.0042246299	-513.002112314948	No	0.913
K01966	3.01789418819796	2920.74821615634	-1458.37410807817	No	1.0
K06178	2.02743513527088	2590.36894104654	-1293.18447052327	No	0.79
K01624	5.13576760806613	3153.50092959251	-1574.75046479626	No	0.824
K03660	1.5317199930734	600.969676681922	-298.484838340961	No	0.999
K01926	1.40047680514872	1409.84233275039	-702.921166375194	No	1.0
K04749	4.30087353851046	4555.2261764983	-2275.61308824915	No	0.96
K06378	3.29864904010992	1372.00211695082	-684.001058475409	No	1.0
K04757	4.18129254431577	4501.93723808879	-2248.96861904439	No	0.981
K00954	2.35307727161515	1012.1890308493	-504.094515424651	No	0.061
K08316	0.924535841631975	1392.35826929398	-694.179134646988	No	0.358
K16511	0.307946180694505	299.15571315752	-147.57785657876	No	1.0
K13052	2.91183417557237	1304.37475748381	-650.187378741905	No	1.0
K07571	1.32492837581032	684.156671393334	-340.078335696667	No	1.0
K07340	8.75398085309158	5061.24304094162	-2528.62152047081	No	0.458
K18189	4.49782845796069	2086.4531155141	-1041.22655775705	No	0.396
K03547	7.8456548031497	5234.98426300489	-2615.49213150245	No	0.289
K03655	1.16377042201513	1754.01399317458	-875.006996587288	No	0.538
K15633	1.47139777333923	1947.14067387256	-971.57033693628	No	1.0
K01803	2.47233410051247	1498.01756483249	-747.008782416245	No	0.388
